"","ABSTRACT","ADDRESS","AUTHOR","BIBTEXKEY","BOOKTITLE","CATEGORY","CHAPTER","DOI","EDITOR","ISSN","JOURNAL","NUMBER","OPTKEYWORDS","OPTKEYWORDS.1","OPTNOTE","OPTURL","PAGES","PUBLISHER","SERIES","TITLE","VOLUME","YEAR","AUTHOR_1","AUTHOR_2","AUTHOR_3","AUTHOR_4","AUTHOR_5","AUTHOR_6","AUTHOR_7","AUTHOR_8","AUTHOR_9","AUTHOR_10","AUTHOR_11","AUTHOR_12","AUTHOR_13","AUTHOR_14","AUTHOR_15","AUTHOR_16","AUTHOR_17","AUTHOR_18","AUTHOR_19","AUTHOR_20","AUTHOR_21","AUTHOR_22","AUTHOR_23","AUTHOR_24","AUTHOR_25","AUTHOR_26","AUTHOR_27","AUTHOR_28","AUTHOR_29","AUTHOR_30","AUTHOR_31","AUTHOR_32","AUTHOR_33","AUTHOR_34","AUTHOR_35","AUTHOR_36","AUTHOR_37","AUTHOR_38","AUTHOR_39","AUTHOR_40","AUTHOR_41","AUTHOR_42","AUTHOR_43","AUTHOR_44","AUTHOR_45","AUTHOR_46","AUTHOR_47","AUTHOR_48","AUTHOR_49","AUTHOR_50","AUTHOR_51","AUTHOR_52","AUTHOR_53","AUTHOR_54","AUTHOR_55","AUTHOR_56","AUTHOR_57","AUTHOR_58","AUTHOR_59","AUTHOR_60","AUTHOR_61","AUTHOR_62","AUTHOR_63","AUTHOR_64"
"529",NA,NA,"Tiwari, R. C. and  Bhandary, N. P. and  Yatabe, R.","Tiwari_etal2014",NA,"ARTICLE",NA,"10.1007/s11440-013-0292-x",NA,"1861-1125","Acta Geotechnica","5","SPECFEM3D GEOTECH",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1440), last updated on Sun, 09 Apr 2017 22:04:56 -0700","http://link.springer.com/10.1007/s11440-013-0292-x","753--770",NA,NA,"Spectral element analysis to evaluate the stability of long and steep slopes","9","2014","Tiwari, R. C."," Bhandary, N. P."," Yatabe, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",NA,NA,"Tiwari, R. C. and  Bhandary, N. P. and  Yatabe, R.","Tiwari_etal2014_2",NA,"ARTICLE",NA,"10.1007/s40098-013-0086-y",NA,"0971-9555","Indian Geotechnical Journal","3","SPECFEM3D GEOTECH",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1439), last updated on Sun, 09 Apr 2017 22:04:20 -0700","http://link.springer.com/10.1007/s40098-013-0086-y","305--321",NA,NA,"3-D Elasto-Plastic SEM Approach for Pseudo-Static Seismic Slope Stability Charts for Natural Slopes","44","2014","Tiwari, R. C."," Bhandary, N. P."," Yatabe, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",NA,NA,"To, A. and  Fukao, Y. and  Tsuboi, S.","To_etal2011",NA,"ARTICLE",NA,"10.1016/j.pepi.2010.10.015",NA,"0031-9201","Physics of the Earth and Planetary Interiors","3-4","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=745), last updated on Fri, 15 Apr 2016 13:02:03 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0031920110002311","119--133",NA,NA,"Evidence for a thick and localized ultra low shear velocity zone at the base of the mantle beneath the central Pacific","184","2011","To, A."," Fukao, Y."," Tsuboi, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",NA,NA,"Toker, E. and  Sivan, D. and  Stern, E. and  Shirman, B. and  Tsimplis, M. and  Spada, G.","Toker_etal2012",NA,"ARTICLE",NA,"10.1016/j.epsl.2011.07.019",NA,"0012821X","Earth and Planetary Science Letters",NA,"SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=674), last updated on Fri, 15 Apr 2016 12:57:43 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X11004353","51--61",NA,NA,"Evidence for centennial scale sea level variability during the Medieval Climate Optimum (Crusader Period) in Israel, eastern Mediterranean","315-316","2012","Toker, E."," Sivan, D."," Stern, E."," Shirman, B."," Tsimplis, M."," Spada, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",NA,NA,"Tong, P. and  Chen, C. -w and  Komatitsch, D. and  Basini, P. and  Liu, Q.","Tong_etal2014",NA,"ARTICLE",NA,"10.1093/gji/ggt508",NA,"0956-540X","Geophysical Journal International","1","SPECFEM2D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=948), last updated on Fri, 15 Apr 2016 13:13:53 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggt508","369--395",NA,NA,"High-resolution seismic array imaging based on an SEM-FK hybrid method","197","2014","Tong, P."," Chen, C. -w"," Komatitsch, D."," Basini, P."," Liu, Q.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",NA,NA,"Tong, P. and  Komatitsch, D. and  Tseng, T-L and  Hung, S-H and  Chen, C-W and  Basini, P. and  Liu, Q.","Tong_etal2014_2",NA,"ARTICLE",NA,"10.1002/2014GL061644",NA,"0094-8276","Geophysical Research Letters","20","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=597), last updated on Fri, 15 Apr 2016 12:51:31 -0700","http://doi.wiley.com/10.1002/2014GL061644","7025--7034",NA,NA,"A 3-D spectral-element and frequency-wave number hybrid method for high-resolution seismic array imaging","41","2014","Tong, P."," Komatitsch, D."," Tseng, T-L"," Hung, S-H"," Chen, C-W"," Basini, P."," Liu, Q.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",NA,NA,"Tromp, J. and  Komatitsch, D.","Tromp+Komatitsch2000",NA,"ARTICLE",NA,NA,NA,NA,"Problems in Geophysics for the New Millennium",NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1226), last updated on Thu, 10 Nov 2016 11:33:18 -0800",NA,"351--372","Ingv",NA,"Spectral-element simulations of wave propagation in a laterally homogeneous Earth model",NA,"2000","Tromp, J."," Komatitsch, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",NA,NA,"Tromp, J. and  Komatitsch, D. and  Hj{\""o}rleifsd{\'o}ttir, V. and  Liu, Q. and  Zhu, H. and  Peter, D. and  Bozdag, E. and  McRitchie, D. and  Friberg, P. and  Trabant, C. and  Hutko, A.","Tromp_etal2010",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2010.04734.x",NA,"0956540X","Geophysical Journal International","1","SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1015), last updated on Fri, 15 Apr 2016 13:17:51 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2010.04734.x","381--389",NA,NA,"Near real-time simulations of global CMT earthquakes: Near real-time simulations of CMT earthquakes","183","2010","Tromp, J."," Komatitsch, D."," Hj{\""o}rleifsd{\'o}ttir, V."," Liu, Q."," Zhu, H."," Peter, D."," Bozdag, E."," McRitchie, D."," Friberg, P."," Trabant, C."," Hutko, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",NA,NA,"Tromp, J. and  Komattisch, D. and  Liu, Q.","Tromp_etal2008",NA,"ARTICLE",NA,NA,NA,NA,"Communications in Computational Physics","1",NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1132), last updated on Fri, 22 Apr 2016 23:34:23 -0700",NA,"1--32",NA,NA,"Spectral-element and adjoint methods in seismology","3","2008","Tromp, J."," Komattisch, D."," Liu, Q.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",NA,NA,"Tromp, J. and  Luo, Y. and  Hanasoge, S. and  Peter, D.","Tromp_etal2010_2",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2010.04721.x",NA,"0956540X","Geophysical Journal International","2","SPECFEM2D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1014), last updated on Fri, 15 Apr 2016 13:17:40 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2010.04721.x","791--819",NA,NA,"Noise cross-correlation sensitivity kernels: Noise cross-correlation sensitivity kernels","183","2010","Tromp, J."," Luo, Y."," Hanasoge, S."," Peter, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",NA,NA,"Tromp, J. and  Tape, C. and  Liu, Q.","Tromp_etal2005",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2004.02453.x",NA,"0956540X","Geophysical Journal International","1","SPECFEM2D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=982), last updated on Fri, 15 Apr 2016 13:16:00 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2004.02453.x","195--216",NA,NA,"Seismic tomography, adjoint methods, time reversal and banana-doughnut kernels: Seismic tomography, adjoint methods, time reversal and banana-doughnut kernels","160","2005","Tromp, J."," Tape, C."," Liu, Q.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",NA,NA,"Trubitsyn, V. P.","Trubitsyn2012",NA,"ARTICLE",NA,"10.1134/S1069351312060079",NA,"1069-3513","Izvestiya, Physics of the Solid Earth","6","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1067), last updated on Fri, 15 Apr 2016 13:20:40 -0700","http://link.springer.com/10.1134/S1069351312060079","467--485",NA,NA,"Rheology of the mantle and tectonics of the oceanic lithospheric plates","48","2012","Trubitsyn, V. P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",NA,NA,"Trubitsyn, V. P. and  Evseev, A. N. and  Evseev, M. N. and  Kharybin, E. V.","Trubitsyn_etal2011",NA,"ARTICLE",NA,"10.1134/S106935131112010X",NA,"1069-3513","Izvestiya, Physics of the Solid Earth","12","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1066), last updated on Fri, 15 Apr 2016 13:20:40 -0700","http://link.springer.com/10.1134/S106935131112010X","1027--1033",NA,NA,"Mantle plumes in the models of quasi-turbulent thermal convection","47","2011","Trubitsyn, V. P."," Evseev, A. N."," Evseev, M. N."," Kharybin, E. V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",NA,NA,"Tsimplis, M. and  Spada, G. and  Marcos, M. and  Flemming, N.","Tsimplis_etal2011",NA,"ARTICLE",NA,"10.1016/j.gloplacha.2010.12.002",NA,"0921-8181","Global and Planetary Change","1-2","SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=696), last updated on Fri, 15 Apr 2016 12:58:59 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0921818110002584","63--76",NA,NA,"Multi-decadal sea level trends and land movements in the Mediterranean Sea with estimates of factors perturbing tide gauge data and cumulative uncertainties","76","2011","Tsimplis, M."," Spada, G."," Marcos, M."," Flemming, N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",NA,"Berlin, Heidelberg","Tsuboi, S.","Tsuboi2008",NA,"INBOOK","Sustained Performance of 10+ Teraflop/s in Simulation on Seismic Waves Using 507 Nodes of the Earth Simulator","10.1007/978-3-540-74384-2_1","Resch, M. and  Roller, S. and  Lammers, P. and  Furui, T. and  Galle, M. and  Bez, W.",NA,NA,NA,"SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=558), last updated on Mon, 04 Apr 2016 13:48:10 -0700",NA,"3--14","Springer Berlin Heidelberg",NA,"High Performance Computing on Vector Systems 2007",NA,"2008","Tsuboi, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",NA,NA,"Tsuboi, S. and  Komatitsch, D. and  Ji, C. and  Tromp, J.","Tsuboi_etal2005",NA,"ARTICLE",NA,NA,NA,NA,"Zisin (Journal of the Seismological Society of Japan. 2nd ser.)","3",NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1134), last updated on Fri, 22 Apr 2016 23:55:01 -0700",NA,"321--329",NA,NA,"Broadband Modeling of Global Seismic Wave Propagation on the Earth Simulator using the Spectral-Element Method","57","2005","Tsuboi, S."," Komatitsch, D."," Ji, C."," Tromp, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",NA,NA,"Tsuboi, S. and  Komatitsch, D. and  Ji, C. and  Tromp, J.","Tsuboi_etal2003",NA,"ARTICLE",NA,"10.1016/j.pepi.2003.09.012",NA,"0031-9201","Physics of the Earth and Planetary Interiors","3-4","SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=734), last updated on Fri, 15 Apr 2016 13:01:20 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0031920103002115","305--313",NA,NA,"Broadband modeling of the 2002 Denali fault earthquake on the Earth Simulator","139","2003","Tsuboi, S."," Komatitsch, D."," Ji, C."," Tromp, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",NA,NA,"Tuccimei, P. and  Onac, B. P. and  Dorale, J. A. and  Gin{\'e}s, J. and  Forn{\'o}s, J. J. and  Gin{\'e}s, A. and  Spada, G. and  Ruggieri, G. and  Mucedda, M.","Tuccimei_etal2012",NA,"ARTICLE",NA,"10.1016/j.quaint.2011.10.032",NA,"1040-6182","Quaternary International",NA,"SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=759), last updated on Fri, 15 Apr 2016 13:02:45 -0700","http://linkinghub.elsevier.com/retrieve/pii/S1040618211006112","56--64",NA,NA,"Decoding last interglacial sea-level variations in the western Mediterranean using speleothem encrustations from coastal caves in Mallorca and Sardinia: A field data -- model comparison","262","2012","Tuccimei, P."," Onac, B. P."," Dorale, J. A."," Gin{\'e}s, J."," Forn{\'o}s, J. J."," Gin{\'e}s, A."," Spada, G."," Ruggieri, G."," Mucedda, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",NA,NA,"Tullis, T. E. and  Richards-Dinger, K. and  Barall, M. and  Dieterich, J. H. and  Field, E. H. and  Heien, E. M. and  Kellogg, L. H. and  Pollitz, F. F. and  Rundle, J. B. and  Sachs, M. K. and  Turcotte, D. L. and  Ward, S. N. and  Burak Yikilmaz, M.","Tullis_etal2012",NA,"ARTICLE",NA,"10.1785/0220120094",NA,"0895-0695","Seismological Research Letters","6","Virtual Quake",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1101), last updated on Fri, 15 Apr 2016 13:22:34 -0700","http://srl.geoscienceworld.org/cgi/doi/10.1785/0220120094","994--1006",NA,NA,"A Comparison among Observations and Earthquake Simulator Results for the allcal2 California Fault Model","83","2012","Tullis, T. E."," Richards-Dinger, K."," Barall, M."," Dieterich, J. H."," Field, E. H."," Heien, E. M."," Kellogg, L. H."," Pollitz, F. F."," Rundle, J. B."," Sachs, M. K."," Turcotte, D. L."," Ward, S. N."," Burak Yikilmaz, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"Vai, R. and  Castillo-Covarrubias, J. M. and  S{\'a}nchez-Sesma, F. J. and  Komatitsch, D. and  Vilotte, J-P","Vai_etal1999",NA,"ARTICLE",NA,"10.1016/S0267-7261(98)00027-X",NA,"0267-7261","Soil Dynamics and Earthquake Engineering","1","SPECFEM2D","SPECFEM3D Cartesian","exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=779), last updated on Fri, 15 Apr 2016 13:04:01 -0700","http://linkinghub.elsevier.com/retrieve/pii/S026772619800027X","11--18",NA,NA,"Elastic wave propagation in an irregularly layered medium","18","1999","Vai, R."," Castillo-Covarrubias, J. M."," S{\'a}nchez-Sesma, F. J."," Komatitsch, D."," Vilotte, J-P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,"van Driel, M. and  Krischer, L. and  St{\""a}hler, S. C. and  Hosseini, K. and  Nissen-Meyer, T.","vanDriel_etal2015",NA,"ARTICLE",NA,"10.5194/se-6-701-2015",NA,"1869-9529","Solid Earth","2","Instaseis",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1463), last updated on Tue, 06 Jun 2017 11:45:01 -0700","http://www.solid-earth.net/6/701/2015/","701--717",NA,NA,"Instaseis: instant global seismograms based on a broadband waveform database","6","2015","van Driel, M."," Krischer, L."," St{\""a}hler, S. C."," Hosseini, K."," Nissen-Meyer, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,"van Driel, M. and  Nissen-Meyer, T.","vanDriel+Nissen-Meyer2014",NA,"ARTICLE",NA,"10.1093/gji/ggu314",NA,"0956-540X","Geophysical Journal International","2","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=957), last updated on Fri, 15 Apr 2016 13:14:25 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggu314","1078--1093",NA,NA,"Optimized viscoelastic wave propagation for weakly dissipative media","199","2014","van Driel, M."," Nissen-Meyer, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,"van Driel, M. and  Nissen-Meyer, T.","vanDriel+Nissen-Meyer2014_2",NA,"ARTICLE",NA,"10.1093/gji/ggu269",NA,"0956-540X","Geophysical Journal International","2","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=955), last updated on Fri, 15 Apr 2016 13:14:25 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggu269","880--893",NA,NA,"Seismic wave propagation in fully anisotropic axisymmetric media","199","2014","van Driel, M."," Nissen-Meyer, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"van Driel, M. and  Nissen-Meyer, T.","vanDriel+Nissen-Meyer2014_3",NA,"ARTICLE",NA,"10.1093/gji/ggu314",NA,"0956-540X","Geophysical Journal International","2","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1461), last updated on Tue, 06 Jun 2017 11:43:05 -0700","https://academic.oup.com/gji/article-lookup/doi/10.1093/gji/ggu314","1078--1093",NA,NA,"Optimized viscoelastic wave propagation for weakly dissipative media","199","2014","van Driel, M."," Nissen-Meyer, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"van Driel, M. and  Nissen-Meyer, T.","vanDriel+Nissen-Meyer2014_4",NA,"ARTICLE",NA,"10.1093/gji/ggu269",NA,"0956-540X","Geophysical Journal International","2","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1462), last updated on Tue, 06 Jun 2017 11:44:12 -0700","https://academic.oup.com/gji/article-lookup/doi/10.1093/gji/ggu269","880--893",NA,NA,"Seismic wave propagation in fully anisotropic axisymmetric media","199","2014","van Driel, M."," Nissen-Meyer, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"van Driel, M. and  Wassermann, J. and  Nader, M. F. and  Schuberth, B. S. A. and  Igel, H.","vanDriel_etal2012",NA,"ARTICLE",NA,"10.1007/s10950-012-9296-5",NA,"1383-4649","Journal of Seismology","4","Mineos","SPECFEM3D Cartesian","exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=641), last updated on Fri, 15 Apr 2016 12:55:37 -0700","http://link.springer.com/10.1007/s10950-012-9296-5","657--668",NA,NA,"Strain rotation coupling and its implications on the measurement of rotational ground motions","16","2012","van Driel, M."," Wassermann, J."," Nader, M. F."," Schuberth, B. S. A."," Igel, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
